"SubjectID" "Activities" "Domain" "Acceleration" "Device" "Jerk" "Axis" "Statistic" "Measure"
1 "LAYING" 1.39393939393939 1.12121212121212 1.39393939393939 0.393939393939394 2.54545454545455 1.5 -0.681581978523055
1 "SITTING" 1.39393939393939 1.12121212121212 1.39393939393939 0.393939393939394 2.54545454545455 1.5 -0.725010256710861
1 "STANDING" 1.39393939393939 1.12121212121212 1.39393939393939 0.393939393939394 2.54545454545455 1.5 -0.751886863913404
1 "WALKING" 1.39393939393939 1.12121212121212 1.39393939393939 0.393939393939394 2.54545454545455 1.5 -0.193204572492262
1 "WALKING_DOWNSTAIRS" 1.39393939393939 1.12121212121212 1.39393939393939 0.393939393939394 2.54545454545455 1.5 -0.149358035365099
1 "WALKING_UPSTAIRS" 1.39393939393939 1.12121212121212 1.39393939393939 0.393939393939394 2.54545454545455 1.5 -0.315336808393305
2 "LAYING" 1.39393939393939 1.12121212121212 1.39393939393939 0.393939393939394 2.54545454545455 1.5 -0.743126753233842
2 "SITTING" 1.39393939393939 1.12121212121212 1.39393939393939 0.393939393939394 2.54545454545455 1.5 -0.737361985616243
2 "STANDING" 1.39393939393939 1.12121212121212 1.39393939393939 0.393939393939394 2.54545454545455 1.5 -0.739970261016944
2 "WALKING" 1.39393939393939 1.12121212121212 1.39393939393939 0.393939393939394 2.54545454545455 1.5 -0.32544820638322
2 "WALKING_DOWNSTAIRS" 1.39393939393939 1.12121212121212 1.39393939393939 0.393939393939394 2.54545454545455 1.5 -0.106411521321941
2 "WALKING_UPSTAIRS" 1.39393939393939 1.12121212121212 1.39393939393939 0.393939393939394 2.54545454545455 1.5 -0.27094863788048
3 "LAYING" 1.39393939393939 1.12121212121212 1.39393939393939 0.393939393939394 2.54545454545455 1.5 -0.734347688677236
3 "SITTING" 1.39393939393939 1.12121212121212 1.39393939393939 0.393939393939394 2.54545454545455 1.5 -0.707845449974583
3 "STANDING" 1.39393939393939 1.12121212121212 1.39393939393939 0.393939393939394 2.54545454545455 1.5 -0.712068206745217
3 "WALKING" 1.39393939393939 1.12121212121212 1.39393939393939 0.393939393939394 2.54545454545455 1.5 -0.317947801074047
3 "WALKING_DOWNSTAIRS" 1.39393939393939 1.12121212121212 1.39393939393939 0.393939393939394 2.54545454545455 1.5 -0.232708366871836
